Filename	Discipline	Disc_short	ch1	Journal	Year	Article Title	Author(s)
corpus/cs_cvpr_2013_5.txt	Computer Science	cs	sciences	IEEE/CVF Conference on Computer Vision and Pattern Recognition	2013	Dense Reconstruction Using 3D Object Shape Priors	"Amaury Dame, Victor A. Prisacariu, Carl Y. Ren, Ian Reid"
corpus/cs_stoc_2017_1.txt	Computer Science	cs	sciences	ACM SIGACT Symposium on Theory of Computing	2017	"Dynamic spanning forest with worst-case update time: adaptive, Las Vegas, and O(n1/2 - ε)-time"	"Danupon Nanongkai, Thatchaphol Saranurak"
corpus/cs_stoc_2017_2.txt	Computer Science	cs	sciences	ACM SIGACT Symposium on Theory of Computing	2017	Finding even cycles faster via capped k-walks	"Søren Dahlgaard, Mathias Bæk Tejs Knudsen, Morten Stöckel"
corpus/cs_stoc_2017_3.txt	Computer Science	cs	sciences	ACM SIGACT Symposium on Theory of Computing	2017	"Algorithmic and optimization aspects of Brascamp-Lieb inequalities, via operator scaling"	"Ankit Garg, Leonid Gurvits, Rafael Oliveira, Avi Wigderson"
corpus/cs_stoc_2017_4.txt	Computer Science	cs	sciences	ACM SIGACT Symposium on Theory of Computing	2017	Katyusha: the first direct acceleration of stochastic gradient methods	Zeyuan Allen-Zhu
corpus/cs_stoc_2017_5.txt	Computer Science	cs	sciences	ACM SIGACT Symposium on Theory of Computing	2017	A simpler and faster strongly polynomial algorithm for generalized flow maximization	"Neil Olver, László A. Végh"
corpus/cs_stoc_2016_1.txt	Computer Science	cs	sciences	ACM SIGACT Symposium on Theory of Computing	2016	Fast spectral algorithms from sum-of-squares proofs: tensor decomposition and planted sparse vectors	"Samuel B. Hopkins, Tselil Schramm, Jonathan Shi, David Steurer"
corpus/cs_stoc_2016_2.txt	Computer Science	cs	sciences	ACM SIGACT Symposium on Theory of Computing	2016	Base collapse of holographic algorithms	Mingji Xia
corpus/cs_stoc_2016_3.txt	Computer Science	cs	sciences	ACM SIGACT Symposium on Theory of Computing	2016	Candidate hard unique game	"Subhash Khot, Dana Moshkovitz"
corpus/cs_stoc_2016_4.txt	Computer Science	cs	sciences	ACM SIGACT Symposium on Theory of Computing	2016	Efficient quantum tomography	"Ryan O'Donnell, John Wright"
corpus/cs_stoc_2016_5.txt	Computer Science	cs	sciences	ACM SIGACT Symposium on Theory of Computing	2016	On the effect of randomness on planted 3-coloring models	"Roee David Weizmann, Uriel Feige"
corpus/cs_stoc_2015_1.txt	Computer Science	cs	sciences	ACM SIGACT Symposium on Theory of Computing	2015	Optimal Data-Dependent Hashing for Approximate Near Neighbors	"Alexandr Andoni, Ilya Razenshteyn"
corpus/cs_stoc_2015_2.txt	Computer Science	cs	sciences	ACM SIGACT Symposium on Theory of Computing	2015	From Independence to Expansion and Back Again	"Tobias Christiani, Rasmus Pagh, Mikkel Thorup"
corpus/cs_stoc_2015_3.txt	Computer Science	cs	sciences	ACM SIGACT Symposium on Theory of Computing	2015	The Power of Dynamic Distance Oracles: Efficient Dynamic Algorithms for the Steiner Tree	"Jakub Łącki, Jakub Oćwieja, Marcin Pilipczuk, Piotr Sankowski, Anna Zych"
corpus/cs_stoc_2015_4.txt	Computer Science	cs	sciences	ACM SIGACT Symposium on Theory of Computing	2015	Forrelation: A Problem that Optimally Separates Quantum from Classical Computing	"Scott Aaronson, Andris Ambainis"
corpus/cs_stoc_2015_5.txt	Computer Science	cs	sciences	ACM SIGACT Symposium on Theory of Computing	2015	Rectangles Are Nonnegative Juntas	"Mika Göös, Shachar Lovett, Raghu Meka, Thomas Watson, David Zuckerman"
corpus/cs_stoc_2014_1.txt	Computer Science	cs	sciences	ACM SIGACT Symposium on Theory of Computing	2014	Fourier PCA and robust tensor decomposition	"Navin Goyal, Santosh Vempala, Ying Xiao"
corpus/cs_stoc_2014_2.txt	Computer Science	cs	sciences	ACM SIGACT Symposium on Theory of Computing	2014	Exponential improvement in precision for simulating sparse Hamiltonians	"Dominic W. Berry, Andrew M. Childs, Richard Cleve, Robin Kothari, Rolando D. Somma"
corpus/cs_stoc_2014_3.txt	Computer Science	cs	sciences	ACM SIGACT Symposium on Theory of Computing	2014	Approximate distance oracles with constant query time	Shiri Chechik
corpus/cs_stoc_2014_4.txt	Computer Science	cs	sciences	ACM SIGACT Symposium on Theory of Computing	2014	Are lock-free concurrent algorithms practically wait-free?	"Dan Alistarh, Keren Censor-Hillel, Nir Shavit"
corpus/cs_stoc_2014_5.txt	Computer Science	cs	sciences	ACM SIGACT Symposium on Theory of Computing	2014	Deciding first-order properties of nowhere dense graphs	"Martin Grohe, Stephan Kreutzer, Sebastian Siebertz"
corpus/cs_stoc_2013_1.txt	Computer Science	cs	sciences	ACM SIGACT Symposium on Theory of Computing	2013	Interactive proofs of proximity: delegating computation in sublinear time	"Guy N. Rothblum, Salil Vadhan, Avi Wigderson"
corpus/cs_stoc_2013_2.txt	Computer Science	cs	sciences	ACM SIGACT Symposium on Theory of Computing	2013	A PRG for lipschitz functions of polynomials with applications to sparsest cut	"Daniel M. Kane, Raghu Meka"
corpus/cs_stoc_2013_3.txt	Computer Science	cs	sciences	ACM SIGACT Symposium on Theory of Computing	2013	Delegation for bounded space	"Yael Tauman Kalai, Ran Raz, Ron D. Rothblum"
corpus/cs_stoc_2013_4.txt	Computer Science	cs	sciences	ACM SIGACT Symposium on Theory of Computing	2013	Answering n{2+o(1)} counting queries with differential privacy is hard	Jonathan Ullman
corpus/cs_stoc_2013_5.txt	Computer Science	cs	sciences	ACM SIGACT Symposium on Theory of Computing	2013	How robust are linear sketches to adaptive inputs?	"Moritz Hardt, David P. Woodruff"
corpus/cs_aaai_2017_1.txt	Computer Science	cs	sciences	AAAI Conference on Artificial Intelligence	2017	Unit Dependency Graph and Its Application to Arithmetic Word Problem Solving	"Subhro Roy, Dan Roth"
corpus/cs_aaai_2017_2.txt	Computer Science	cs	sciences	AAAI Conference on Artificial Intelligence	2017	Progressive Prediction of Student Performance in College Programs	"Jie Xu, Yuli Han, Daniel Marcu, Mihaela van der Schaar"
corpus/cs_aaai_2017_3.txt	Computer Science	cs	sciences	AAAI Conference on Artificial Intelligence	2017	Playing FPS Games with Deep Reinforcement Learning	"Guillaume Lample, Devendra Singh Chaplot"
corpus/cs_aaai_2017_4.txt	Computer Science	cs	sciences	AAAI Conference on Artificial Intelligence	2017	Dynamic Thresholding and Pruning for Regret Minimization	"Noam Brown, Christian Kroer, Tuomas Sandholm"
corpus/cs_aaai_2017_5.txt	Computer Science	cs	sciences	AAAI Conference on Artificial Intelligence	2017	A Context-Enriched Neural Network Method for Recognizing Lexical Entailment	"Kun Zhang, Enhong Chen, Qi Liu, Chuanren Liu, Guangyi Lv"
corpus/cs_aaai_2016_1.txt	Computer Science	cs	sciences	AAAI Conference on Artificial Intelligence	2016	A Framework for Resolving Open-World Referential Expressions in Distributed Heterogeneous Knowledge Bases	"Tom Williams, Matthias Scheutz"
corpus/cs_aaai_2016_2.txt	Computer Science	cs	sciences	AAAI Conference on Artificial Intelligence	2016	Solving Risk-Sensitive POMDPs With and Without Cost Observations	"Ping Hou, William Yeoh, Pradeep Varakantham"
corpus/cs_aaai_2016_3.txt	Computer Science	cs	sciences	AAAI Conference on Artificial Intelligence	2016	Online Cross-Modal Hashing for Web Image Retrieval	"Liang Xie, Jialie Shen, Lei Zhu"
corpus/cs_aaai_2016_4.txt	Computer Science	cs	sciences	AAAI Conference on Artificial Intelligence	2016	Diversified Dynamical Gaussian Process Latent Variable Model for Video Repair	"Hao Xiong, Tongliang Liu, Dacheng Tao"
corpus/cs_aaai_2016_5.txt	Computer Science	cs	sciences	AAAI Conference on Artificial Intelligence	2016	Temporal Vaccination Games under Resource Constraints	"Abhijin Adiga, Anil Vullikanti"
corpus/cs_aaai_2015_1.txt	Computer Science	cs	sciences	AAAI Conference on Artificial Intelligence	2015	Scalable Planning and Learning for Multiagent POMDPs	"Christopher Amato, Frans A Oliehoek"
corpus/cs_aaai_2015_2.txt	Computer Science	cs	sciences	AAAI Conference on Artificial Intelligence	2015	Ontology-Based Information Extraction with a Cognitive Agent	"Peter Lindes, Deryle W. Lonsdale, David W. Embley"
corpus/cs_aaai_2015_3.txt	Computer Science	cs	sciences	AAAI Conference on Artificial Intelligence	2015	Optimal Cost Almost-Sure Reachability in POMDPs	"Krishnendu Chatterjee, Martin Chmelik, Raghav Gupta, Ayush Kanodia"
corpus/cs_aaai_2015_4.txt	Computer Science	cs	sciences	AAAI Conference on Artificial Intelligence	2015	CrowdWON: A Modelling Language for Crowd Processes based on Workflow Nets	"David Sanchez-Charles, Victor Muntes-Mulero, Marc Sole, Jordi Nin"
corpus/cs_aaai_2015_5.txt	Computer Science	cs	sciences	AAAI Conference on Artificial Intelligence	2015	Hierarchical Monte-Carlo Planning	"Ngo Anh Vien, Marc Toussaint"
corpus/cs_aaai_2014_1.txt	Computer Science	cs	sciences	AAAI Conference on Artificial Intelligence	2014	Managing Change in Graph-Structured Data Using Description Logics	"Shqiponja Ahmetaj, Diego Calvanese, Magdalena Ortiz, Mantas Simkus"
corpus/cs_aaai_2014_2.txt	Computer Science	cs	sciences	AAAI Conference on Artificial Intelligence	2014	Explanation-Based Approximate Weighted Model Counting for Probabilistic Logics	"Joris Renkens, Angelika Kimmig, Guy Van den Broeck, Luc De Raedt"
corpus/cs_aaai_2014_3.txt	Computer Science	cs	sciences	AAAI Conference on Artificial Intelligence	2014	Tightening Bounds for Bayesian Network Structure Learning	"Xiannian Fan, Changhe Yuan, Brandon Malone"
corpus/cs_aaai_2014_4.txt	Computer Science	cs	sciences	AAAI Conference on Artificial Intelligence	2014	Lazy Defenders Are Almost Optimal against Diligent Attackers	"Avrim Blum, Nika Haghtalab, Ariel D. Procaccia"
corpus/cs_aaai_2014_5.txt	Computer Science	cs	sciences	AAAI Conference on Artificial Intelligence	2014	Maximum Satisfiability Using Core-Guided MaxSAT Resolution	"Nina Narodytska, Fahiem Bacchus"
corpus/cs_aaai_2013_1.txt	Computer Science	cs	sciences	AAAI Conference on Artificial Intelligence	2013	Understanding and Predicting Interestingness of Videos	"Yu-Gang Jiang, Yanran Wang, Rui Feng, Xiangyang Xue, Yingbin Zheng, Hanfang Yang"
corpus/cs_aaai_2013_2.txt	Computer Science	cs	sciences	AAAI Conference on Artificial Intelligence	2013	Model Predictive Control with Uncertainty in Human Driven Systems	"Alexander David Styler, Illah Reza Nourbakhsh"
corpus/cs_aaai_2013_3.txt	Computer Science	cs	sciences	AAAI Conference on Artificial Intelligence	2013	Sensitivity of Diffusion Dynamics to Network Uncertainty	"Abhijin Adiga, Chris Kuhlman, Henning Mortveit, Anil Kumar S Vullikanti"
corpus/cs_aaai_2013_4.txt	Computer Science	cs	sciences	AAAI Conference on Artificial Intelligence	2013	Cost-Optimal Planning by Self-Interested Agents	"Raz Nissim, Ronen I. Brafman"
corpus/cs_aaai_2013_5.txt	Computer Science	cs	sciences	AAAI Conference on Artificial Intelligence	2013	Salient Object Detection via Low-Rank and Structured Sparse Matrix Decomposition	"Houwen Peng, Bing Li, Rongrong Ji, Weiming Hu, Weihua Xiong, Congyan Lang"
corpus/cs_icpads_2014_1.txt	Computer Science	cs	sciences	IEEE International Conference on Parallel and Distributed Systems	2014	SmartQ: A question and answer system for supplying high-quality and trustworthy answers	"Yuhua Lin, Haiying Shen"
corpus/cs_icpads_2014_2.txt	Computer Science	cs	sciences	IEEE International Conference on Parallel and Distributed Systems	2014	Paraio: A scalable network I/O framework for many-core systems	"Ping Song, Yi Liu, Chi Liu, Depei Qian, Qinfen Hao"
corpus/cs_icpads_2014_3.txt	Computer Science	cs	sciences	IEEE International Conference on Parallel and Distributed Systems	2014	Lightweight online power monitoring and control for mobile applications	"Bo Wang, Xinghui Zhao, David Chiu"
corpus/cs_icpads_2014_4.txt	Computer Science	cs	sciences	IEEE International Conference on Parallel and Distributed Systems	2014	A wearable virtual coach for Marathon beginners	"Jr-Jung Chen, Yi-Fang Chung, Chiu-Ping Chang, Chung-Ta King, Cheng-Hsin Hsu"
corpus/cs_icpads_2014_5.txt	Computer Science	cs	sciences	IEEE International Conference on Parallel and Distributed Systems	2014	ADAS: Adjust directional antenna with sensor hints	"Xiaonan Guo, Kaishun Wu, Qian Zhang"
corpus/cs_icpads_2015_1.txt	Computer Science	cs	sciences	IEEE International Conference on Parallel and Distributed Systems	2015	Accelerating Crowdsourcing Based Indoor Localization Using CSI	"Haijiang Xie, Li Lin, Zhiping Jiang, Wei Xi, Kun Zhao, Meiyong Ding, Jizhong Zhao"
corpus/cs_icpads_2015_2.txt	Computer Science	cs	sciences	IEEE International Conference on Parallel and Distributed Systems	2015	Scalable and Fault-Tolerant Cloud Computations: Modelling and Implementation	"Maria Spichkova, Ian E. Thomas, Heinz W. Schmidt, Iman I. Yusuf, Daniel W. Drumm, Steve Androulakis, George Opletal, Salvy P. Russo"
corpus/cs_icpads_2015_3.txt	Computer Science	cs	sciences	IEEE International Conference on Parallel and Distributed Systems	2015	PROP: Using PCIe-Based RDMA to Accelerate Rack-Scale Communications in Data Centers	"Dawei Zang, Zheng Cao, Xiaoli Liu, Lin Wang, Zhan Wang, Ninghui Sun"
corpus/cs_icpads_2015_4.txt	Computer Science	cs	sciences	IEEE International Conference on Parallel and Distributed Systems	2015	Algorithmic Acceleration of Parallel ALS for Collaborative Filtering: Speeding up Distributed Big Data Recommendation in Spark	"Manda Winlaw, Michael B Hynes, Anthony Caterini, Hans De Sterck"
corpus/cs_icpads_2015_5.txt	Computer Science	cs	sciences	IEEE International Conference on Parallel and Distributed Systems	2015	FRAME: Fair Resource Allocation in Multi-process Environments	"Amin Mohtasham, Ricardo Filipe, João Barreto"
corpus/cs_icpads_2016_1.txt	Computer Science	cs	sciences	IEEE International Conference on Parallel and Distributed Systems	2016	A Fine-Grained Parallel Intra Prediction for HEVC Based on GPU	"Wenbin Jiang, Ye Chi, Hai Jin, Xiaofei Liao, Yangsong Zhang, Geyan Ye"
corpus/cs_icpads_2016_2.txt	Computer Science	cs	sciences	IEEE International Conference on Parallel and Distributed Systems	2016	A C-SVM Based Anomaly Detection Method for Multi-Dimensional Sequence over Data Stream	"Han Bao, Yijie Wang"
corpus/cs_icpads_2016_3.txt	Computer Science	cs	sciences	IEEE International Conference on Parallel and Distributed Systems	2016	An Approach of Anti-Eavesdropping Linear Network Coding in Wireless Network	"Zuoting Ning, Dafang Zhang, Kun Xie"
corpus/cs_icpads_2016_4.txt	Computer Science	cs	sciences	IEEE International Conference on Parallel and Distributed Systems	2016	SLA-DO: A SLA-Based Data Distribution Strategy on Multiple Cloud Storage Systems	"Chang Guo, Ying Li, Zhonghai Wu"
corpus/cs_icpads_2016_5.txt	Computer Science	cs	sciences	IEEE International Conference on Parallel and Distributed Systems	2016	CPU Frequency Tuning to Improve Energy Efficiency of MapReduce Systems	"Nidhi Tiwari, Umesh Bellur, Santonu Sarkar, Maria Indrawan"
corpus/cs_icpads_2017_1.txt	Computer Science	cs	sciences	IEEE International Conference on Parallel and Distributed Systems	2017	Automatic and Transparent Resource Contention Mitigation for Improving Large-Scale Parallel File System Performance	"Sarah Neuwirth, Feiyi Wang, Sarp Oral, Ulrich Bruening"
corpus/cs_icpads_2017_2.txt	Computer Science	cs	sciences	IEEE International Conference on Parallel and Distributed Systems	2017	Machine Learning (ML)-Based Air Quality Monitoring Using Vehicular Sensor Networks	"Duc Van Le, Chen-Khong Tham"
corpus/cs_icpads_2017_3.txt	Computer Science	cs	sciences	IEEE International Conference on Parallel and Distributed Systems	2017	Green Energy Aware Scheduling Problem in Virtualized Datacenters	"Gilles Madi Wamba, Yunbo Li, Anne-Cécile Orgerie, Nicolas Beldiceanu, Jean-Marc Menaud"
corpus/cs_icpads_2017_4.txt	Computer Science	cs	sciences	IEEE International Conference on Parallel and Distributed Systems	2017	Concatenating Road Take Me Home: Indoor Navigation Without Infrastructure Support	"Lina Chen, Zhichao Cao"
corpus/cs_icpads_2017_5.txt	Computer Science	cs	sciences	IEEE International Conference on Parallel and Distributed Systems	2017	Regional Congestion Control in Datacenter Networks	"Fan Yang, Zhan Wang, Xiaoli Liu, Zheng Cao, Guojun Yuan, Xuejun An"
corpus/cs_icpads_2013_1.txt	Computer Science	cs	sciences	IEEE International Conference on Parallel and Distributed Systems	2013	Workload Estimation Algorithm in Parallel Traffic Simulation	"Yan Xu, Gary Tan"
corpus/cs_icpads_2013_2.txt	Computer Science	cs	sciences	IEEE International Conference on Parallel and Distributed Systems	2013	A Service Path Selection and Adaptation Algorithm in Service-Oriented Network Virtualization Architecture	"Kwonyong Lee, Haerim Yoon, Sungyong Park"
corpus/cs_icpads_2013_3.txt	Computer Science	cs	sciences	IEEE International Conference on Parallel and Distributed Systems	2013	SAIL: A Strategy-Proof Auction Mechanism for Cooperative Communication	"Zhenzhe Zheng, Juntao Wang, Fan Wu, Guihai Chen"
corpus/cs_icpads_2013_4.txt	Computer Science	cs	sciences	IEEE International Conference on Parallel and Distributed Systems	2013	"Accelerating the Calculation of Scattering of Complex Targets from Background Radiation with CUDA, OpenACC and OpenHMPP"	"Xing Guo, Zhensen Wu, Jiaji Wu"
corpus/cs_icpads_2013_5.txt	Computer Science	cs	sciences	IEEE International Conference on Parallel and Distributed Systems	2013	MAP: Mobile Assistance Platform with a VM Type Selection Ability	"Marvin Ferber, Natalia Kalinnik, Matthias Korch, Andreas Prell, Thomas Rauber, Matthias Witzgall"
corpus/cs_pldi_2017_1.txt	Computer Science	cs	sciences	ACM SIGPLAN Conference on Programming Language Design and Implementation	2017	Compositional recurrence analysis revisited	" Zachary Kincaid, Jason Breck, Ashkan Forouhi Boroujeni, Thomas Reps"
corpus/cs_pldi_2017_2.txt	Computer Science	cs	sciences	ACM SIGPLAN Conference on Programming Language Design and Implementation	2017	FunTAL: reasonably mixing a functional language with assembly	"Daniel Patterson, Jamie Perconti, Christos Dimoulas, Amal Ahmed"
corpus/cs_pldi_2017_3.txt	Computer Science	cs	sciences	ACM SIGPLAN Conference on Programming Language Design and Implementation	2017	BARRACUDA: Binary-level Analysis of Runtime RAces in CUDA programs	"Ariel Eizenberg, Yuanfeng Peng, Toma Pigli, William Mansky, Joseph Devietti"
corpus/cs_pldi_2017_4.txt	Computer Science	cs	sciences	ACM SIGPLAN Conference on Programming Language Design and Implementation	2017	Synthesizing memory models from framework sketches and Litmus tests	"James Bornholt, Ernina Torlak"
corpus/cs_pldi_2017_5.txt	Computer Science	cs	sciences	ACM SIGPLAN Conference on Programming Language Design and Implementation	2017	Responsive parallel computation: bridging competitive and cooperative threading	"Stefan K. Muller, Umut A. Acar, Robert Harper"
corpus/cs_pldi_2016_1.txt	Computer Science	cs	sciences	ACM SIGPLAN Conference on Programming Language Design and Implementation	2016	Cartesian Hoare Logic for Verifying k-Safety Properties	"Marcelo Sousa, Isil Dillig"
corpus/cs_pldi_2016_2.txt	Computer Science	cs	sciences	ACM SIGPLAN Conference on Programming Language Design and Implementation	2016	Input Responsiveness: Using Canary Inputs to Dynamically Steer Approximation	"Michael A. Laurenzano, Parker Hill, Mehrzad Samadi, Scott Mahlke, Jason Mars, Lingjia Tang"
corpus/cs_pldi_2016_3.txt	Computer Science	cs	sciences	ACM SIGPLAN Conference on Programming Language Design and Implementation	2016	Statistical Similarity of Binaries	"Yaniv David, Nimrod Partush, Eran Yahav"
corpus/cs_pldi_2016_4.txt	Computer Science	cs	sciences	ACM SIGPLAN Conference on Programming Language Design and Implementation	2016	Lightweight Computation Tree Tracing for Lazy Functional Languages	"Maarten Faddegon, Olaf Chitil"
corpus/cs_pldi_2016_5.txt	Computer Science	cs	sciences	ACM SIGPLAN Conference on Programming Language Design and Implementation	2016	A Design and Verification Methodology for Secure Isolated Regions	"Rohit Sinha, Manuel Costa, Akash Lal, Nuno P. Lopes, Sriram Rajamani, Sanjit A. Seshia, Kapil Vaswani"
corpus/cs_pldi_2015_1.txt	Computer Science	cs	sciences	ACM SIGPLAN Conference on Programming Language Design and Implementation	2015	The Push/Pull Model of Transactions	"Eric Koskinen, Matthew Parkinson"
corpus/cs_pldi_2015_2.txt	Computer Science	cs	sciences	ACM SIGPLAN Conference on Programming Language Design and Implementation	2015	Verdi: A Framework for Implementing and Formally Verifying Distributed Systems	"James R. Wilcox, Doug Woos, Pavel Panchekha, Zachary Tatlock, Xi Wang, Michael D. Ernst, Thomas Anderson"
corpus/cs_pldi_2015_3.txt	Computer Science	cs	sciences	ACM SIGPLAN Conference on Programming Language Design and Implementation	2015	Stateless Model Checking Concurrent Programs with Maximal Causality Reduction	Jeff Huang
corpus/cs_pldi_2015_4.txt	Computer Science	cs	sciences	ACM SIGPLAN Conference on Programming Language Design and Implementation	2015	Synthesis of Ranking Functions using Extremal Counterexamples	"Laure Gonnord, David Monniaux, Gabriel Radanne"
corpus/cs_pldi_2015_5.txt	Computer Science	cs	sciences	ACM SIGPLAN Conference on Programming Language Design and Implementation	2015	"Lightweight, Flexible Object-Oriented Generics"	"Yizhou Zhang, Matthew C. Loring, Guido Salvaneschi, Barbara Liskov, Andrew C. Meyers"
corpus/cs_pldi_2014_1.txt	Computer Science	cs	sciences	ACM SIGPLAN Conference on Programming Language Design and Implementation	2014	Getting F-Bounded Polymorphism into Shape	"Ben Greenman, Fabian Muehlboeck, Ross Tate"
corpus/cs_pldi_2014_2.txt	Computer Science	cs	sciences	ACM SIGPLAN Conference on Programming Language Design and Implementation	2014	Selective Context-Sensitivity Guided by Impact Pre-Analysis	"Hakjoo Oh, Wonchan Lee, Kihong Heo, Hongseok Yang, Kwangkeun Yi"
